order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,price,amount,Region,payment_method
ORD10066,CUST1065,Amit Singh,PROD166,Smartwatch,Accessories,3/13/2023,5,5054,25270,North,Credit Card
ORD10067,CUST1066,Rahul Sharma,PROD167,Keyboard,Electronics,3/14/2023,12,8581,102972,West,COD
ORD10068,CUST1067,Neha Gupta,PROD168,Flip Flops,Fashion,3/15/2023,5,5911,29555,South,UPI
ORD10069,CUST1068,Rahul Sharma,PROD169,Hoodie,Fashion,3/16/2023,15,9181,137715,North,Credit Card
ORD10070,CUST1069,Arjun Reddy,PROD170,Sunglasses,Accessories,3/17/2023,14,1687,23618,East,Debit Card
ORD10071,CUST1070,John Mathew,PROD171,Wardrobe,Furniture,3/18/2023,3,2175,6525,North,Credit Card
ORD10072,CUST1071,Daniel George,PROD172,Toaster,Electronics,3/19/2023,14,1793,25102,West,COD
ORD10073,CUST1072,Ali Khan,PROD173,Marker,Stationary,3/20/2023,7,8042,56294,South,UPI
ORD10074,CUST1073,Rajesh Yadav,PROD174,Shampoo,Skin Care,3/21/2023,2,2813,5626,North,Credit Card
ORD10075,CUST1074,Ramesh Gupta,PROD175,Bluetooth Headphones,Electronics,3/22/2023,19,6351,120669,East,Debit Card
ORD10076,CUST1075,Harsh Vardhan,PROD176,Mouse,Electronics,3/23/2023,18,6678,120204,North,Credit Card
ORD10077,CUST1076,Aditya Roy,PROD177,Heels,Fashion,3/24/2023,4,5490,21960,West,COD
ORD10078,CUST1077,Priya Verma,PROD178,Sweater,Fashion,3/25/2023,10,2468,24680,South,UPI
ORD10079,CUST1078,Sneha Iyer,PROD179,Cap,Fashion,3/26/2023,16,7302,116832,North,Credit Card
ORD10080,CUST1079,David Thomas,PROD180,Study Table,Furniture,3/27/2023,20,7932,158640,East,Debit Card
ORD10081,CUST1080,Rachel D'Silva,PROD181,Induction Cooktop,Electronics,3/28/2023,2,4344,8688,North,Credit Card
ORD10082,CUST1081,,PROD182,Marker,Stationary,3/29/2023,8,3778,30224,West,COD
ORD10083,CUST1082,Sunita Mishra,PROD183,Diary,Stationary,3/30/2023,12,6734,80808,South,UPI
ORD10084,CUST1083,Suresh Agarwal,PROD184,Bluetooth Headphones,Electronics,3/31/2023,12,5258,63096,North,Credit Card
ORD10085,CUST1084,Ritika Kapoor,PROD185,Heels,Fashion,4/1/2023,20,6065,121300,East,Debit Card
ORD10086,CUST1085,Shruti Das,PROD186,Hair Oil,Skin Care,4/2/2023,9,8667,78003,North,Credit Card
ORD10087,CUST1086,Amit Singh,PROD187,Wireless Earbuds,Electronics,4/3/2023,20,4699,93980,West,COD
ORD10088,CUST1087,Karan Malhotra,PROD188,Monitor,Electronics,4/4/2023,11,8352,91872,South,UPI
ORD10089,CUST1088,Michael D'Souza,PROD189,Boots,Fashion,4/5/2023,15,9972,149580,North,Credit Card
ORD10090,CUST1089,Maria Fernandes,PROD190,Kurta,Fashion,4/6/2023,17,7133,121261,East,Debit Card
ORD10091,CUST1090,Imran Hussain,PROD191,Sandals,Fashion,4/7/2023,3,5466,16398,North,Credit Card
ORD10092,CUST1091,Deepak Tiwari,PROD192,Printer,Electronics,4/8/2023,19,6141,116679,West,COD
ORD10093,CUST1092,Anita Jain,PROD193,Saree,Fashion,4/9/2023,9,9856,88704,South,UPI
ORD10094,CUST1093,Varun Dhawan,PROD194,Coffee Maker,Electronics,4/10/2023,6,9140,54840,North,Credit Card
ORD10095,CUST1094,Akash Chatterjee,PROD195,File Folder,Stationary,4/11/2023,1,4104,4104,East,Debit Card
ORD10096,CUST1095,Neha Gupta,PROD196,Laptop,Electronics,4/12/2023,1,950,950,North,Credit Card
ORD10097,CUST1096,Simran Kaur,PROD197,Shoes,Fashion,4/13/2023,12,4899,58788,West,COD
ORD10098,CUST1097,Chris Fernandes,PROD198,Phone,Electronics,4/14/2023,16,1831,29296,South,UPI
ORD10099,CUST1098,Samuel Joseph,PROD199,Headphones,Electronics,4/15/2023,9,3321,29889,North,Credit Card
ORD10100,CUST1099,Faizan Ansari,PROD200,Desk,Furniture,4/16/2023,8,1746,13968,East,Debit Card
ORD10101,CUST1100,Kavita Shukla,PROD201,Laptop,Electronics,4/17/2023,6,6630,39780,North,Credit Card
ORD10102,CUST1101,Nitin Bansal,PROD202,DSLR Camera,Electronics,4/18/2023,5,7567,37835,West,COD
ORD10103,CUST1102,Tanya Sharma,PROD203,Running Shoes,Fashion,4/19/2023,5,9321,46605,South,UPI
ORD10104,CUST1103,,PROD204,T-Shirt,Fashion,4/20/2023,13,366,4758,North,Credit Card
ORD10105,CUST1104,Rohit Kumar,PROD205,Handbag,Accessories,4/21/2023,10,6527,65270,East,Debit Card
ORD10106,CUST1105,Gurpreet Singh,PROD206,Dining Table,Furniture,4/22/2023,8,3841,30728,North,Credit Card
ORD10107,CUST1106,Anthony Rodrigues,PROD207,Coffee Maker,Electronics,4/23/2023,15,7369,110535,West,COD
ORD10108,CUST1107,Yash Thakur,PROD208,Table Lamp,Home Decor,4/24/2023,4,9443,37772,South,UPI
ORD10109,CUST1108,Sana Khan,PROD209,Notebook,Stationary,4/25/2023,18,9413,169434,North,Credit Card
ORD10110,CUST1109,Mukesh Chauhan,PROD210,Water Bottle,Accessories,4/26/2023,16,2366,37856,East,Debit Card
ORD10111,CUST1110,Komal Arora,PROD211,Gym Dumbbells,Accessories,4/27/2023,20,5539,110780,North,Credit Card
ORD10112,CUST1111,Yash Thakur,PROD212,Perfume,Accessories,4/28/2023,9,3449,31041,West,COD
ORD10113,CUST1112,Nikita Sharma,PROD213,Toy Car,Toy,4/29/2023,12,7813,93756,South,UPI
ORD10114,CUST1113,Anjali Mehta,PROD214,Mobile Charger,Electronics,4/30/2023,16,6865,109840,North,Credit Card
ORD10115,CUST1114,Manpreet Kaur,PROD215,Curtains,Home Decor,5/1/2023,13,9785,127205,East,Debit Card
ORD10116,CUST1115,Kevin D'Costa,PROD216,Smartphone,Electronics,5/2/2023,4,2112,8448,North,Credit Card
ORD10117,CUST1116,Chris Fernandes,PROD217,Webcam,Electronics,5/3/2023,7,1736,12152,West,COD
ORD10118,CUST1117,Ayesha Siddiqui,PROD218,Sneakers,Fashion,5/4/2023,2,716,1432,South,UPI
ORD10119,CUST1118,,PROD219,Shirt,Fashion,5/5/2023,13,1176,15288,North,Credit Card
ORD10120,CUST1119,Bharath Gaur,PROD220,Backpack,Accessories,5/6/2023,12,7658,91896,East,Debit Card
ORD10121,CUST1120,Megha Saxena,,Office Chair,Home Decor,5/7/2023,19,5128,97432,North,Credit Card
ORD10122,CUST1121,Vikram Patel,PROD222,Blender,Electronics,5/8/2023,18,8633,155394,West,COD
ORD10123,CUST1122,Harpreet Singh,PROD223,Ceiling Light,Electronics,5/9/2023,9,5936,53424,South,UPI
ORD10124,CUST1123,Paul Joseph,PROD224,Pen,Stationary,5/10/2023,20,3009,60180,North,Credit Card
ORD10125,CUST1124,Pooja Joshi,PROD225,Lunch Box,Home ,5/11/2023,8,2001,16008,East,Debit Card
ORD10126,CUST1125,Jasleen Kaur,PROD226,Yoga Mat,Accessories,5/12/2023,11,285,3135,North,Credit Card
ORD10127,CUST1126,Rahul Sharma,PROD227,Deodorant,Accessories,5/13/2023,19,897,17043,West,COD
ORD10128,CUST1127,Priya Verma,PROD228,Teddy Bear,Toy,5/14/2023,11,2233,24563,South,UPI
ORD10129,CUST1128,Amit Singh,PROD229,Laptop Bag,Accessories,5/15/2023,10,5410,54100,North,Credit Card
ORD10130,CUST1129,Rahul Sharma,PROD230,Bedsheet,Home Decor,5/16/2023,12,7725,92700,East,Debit Card
ORD10131,CUST1130,Neha Gupta,PROD231,Tablet,Electronics,5/17/2023,20,3567,71340,North,Credit Card
ORD10132,CUST1131,Rahul Sharma,PROD232,Power Bank,Electronics,5/18/2023,15,9743,146145,West,COD
ORD10133,CUST1132,Arjun Reddy,PROD233,Formal Shoes,Fashion,5/19/2023,10,8705,87050,South,UPI
ORD10134,CUST1133,John Mathew,PROD234,Jeans,Fashion,5/20/2023,2,8522,17044,North,Credit Card
ORD10135,CUST1134,Daniel George,PROD235,Wallet,Accessories,5/21/2023,2,5670,11340,East,Debit Card
ORD10136,CUST1135,Ali Khan,PROD236,Sofa,Furniture,5/22/2023,6,6950,41700,North,Credit Card
ORD10137,CUST1136,Rajesh Yadav,PROD237,Microwave Oven,Home,5/23/2023,1,425,425,West,COD
ORD10138,CUST1137,Ramesh Gupta,PROD238,Floor Lamp,Home Decor,5/24/2023,14,8677,121478,South,UPI
ORD10139,CUST1138,Harsh Vardhan,PROD239,Pencil,Stationary,5/25/2023,18,3076,55368,North,Credit Card
ORD10140,CUST1139,Aditya Roy,PROD240,Travel Mug,Accessories,5/26/2023,11,2882,31702,East,Debit Card
ORD10141,CUST1140,Priya Verma,PROD241,Skipping Rope,Accessories,5/27/2023,19,209,3971,North,Credit Card
ORD10142,CUST1141,Sneha Iyer,PROD242,Face Wash,Skin Care,5/28/2023,11,6029,66319,West,COD
ORD10143,CUST1142,David Thomas,,Puzzle Game,Game,5/29/2023,8,7399,59192,South,UPI
ORD10144,CUST1143,Rachel D'Silva,PROD244,Screen Protector,Electronics,5/30/2023,19,1060,20140,North,Credit Card
ORD10145,CUST1144,Omar Sheikh,PROD245,Pillow,Home Decor,5/31/2023,3,2524,7572,East,Debit Card
ORD10146,CUST1145,Sunita Mishra,PROD246,Gaming Console,Electronics,6/1/2023,1,6781,6781,North,Credit Card
ORD10147,CUST1146,Suresh Agarwal,PROD247,USB Cable,Electronics,6/2/2023,17,8686,147662,West,COD
ORD10148,CUST1147,Ritika Kapoor,PROD248,Sandals,Fashion,6/3/2023,16,5822,93152,South,UPI
ORD10149,CUST1148,Shruti Das,PROD249,Jacket,Fashion,6/4/2023,15,3699,55485,North,Credit Card
ORD10150,CUST1149,Amit Singh,PROD250,Belt,Accessories,6/5/2023,16,6683,106928,East,Debit Card
ORD10151,CUST1150,Karan Malhotra,PROD251,Set Bed,Home Decor,6/6/2023,9,8993,80937,North,Credit Card
ORD10152,CUST1151,Michael D'Souza,PROD252,Electric Kettle,Electronics,6/7/2023,9,3982,35838,West,COD
ORD10153,CUST1152,Maria Fernandes,PROD253,LED Bulb,Electronics,6/8/2023,1,9270,9270,South,UPI
ORD10154,CUST1153,Imran Hussain,PROD254,Eraser,Stationary,6/9/2023,12,7655,91860,North,Credit Card
ORD10155,CUST1154,Deepak Tiwari,PROD255,Thermos,Home,6/10/2023,8,672,5376,East,Debit Card
ORD10156,CUST1155,Anita Jain,PROD256,Treadmill,Accessories,6/11/2023,15,2678,40170,North,Credit Card
ORD10157,CUST1156,Varun Dhawan,PROD257,Moisturizer,Skin Care,6/12/2023,15,2156,32340,West,COD
ORD10158,CUST1157,Akash Chatterjee,PROD258,Board Game,Game,6/13/2023,1,5710,5710,South,UPI
ORD10159,CUST1158,Neha Gupta,PROD259,Phone Case,Accessories,6/14/2023,13,9345,121485,North,Credit Card
ORD10160,CUST1159,Simran Kaur,PROD260,Cushion,Home Decor,6/15/2023,5,2893,14465,East,Debit Card
ORD10161,CUST1160,Chris Fernandes,PROD261,Smartwatch,Accessories,6/16/2023,19,8755,166345,North,Credit Card
ORD10162,CUST1161,Samuel Joseph,PROD262,Keyboard,Electronics,6/17/2023,18,3613,65034,West,COD
ORD10163,CUST1162,Faizan Ansari,PROD263,Flip Flops,Fashion,6/18/2023,12,4958,59496,South,UPI
ORD10164,CUST1163,Kavita Shukla,PROD264,Hoodie,Fashion,6/19/2023,7,250,1750,North,Credit Card
ORD10165,CUST1164,Nitin Bansal,,Sunglasses,Accessories,6/20/2023,20,623,12460,East,Debit Card
ORD10166,CUST1165,Tanya Sharma,PROD266,Wardrobe,Furniture,6/21/2023,6,1290,7740,North,Credit Card
ORD10167,CUST1166,Priyanshu Singh,PROD267,Toaster,Electronics,6/22/2023,8,6618,52944,West,COD
ORD10168,CUST1167,Rohit Kumar,PROD268,Marker,Stationary,6/23/2023,8,9646,77168,South,UPI
ORD10169,CUST1168,Gurpreet Singh,PROD269,Shampoo,Skin Care,6/24/2023,12,8046,96552,North,Credit Card
ORD10170,CUST1169,Anthony Rodrigues,PROD270,Bluetooth Headphones,Electronics,6/25/2023,16,6228,99648,East,Debit Card
ORD10171,CUST1170,Yash Thakur,PROD271,Mouse,Electronics,6/26/2023,9,938,8442,North,Credit Card
ORD10172,CUST1171,Sana Khan,PROD272,Heels,Fashion,6/27/2023,6,3949,23694,West,COD
ORD10173,CUST1172,Mukesh Chauhan,PROD273,Sweater,Fashion,6/28/2023,20,9104,182080,South,UPI
ORD10174,CUST1173,Komal Arora,PROD274,Cap,Fashion,6/29/2023,5,2995,14975,North,Credit Card
ORD10175,CUST1174,Yash Thakur,PROD275,Study Table,Furniture,6/30/2023,4,4226,16904,East,Debit Card
ORD10176,CUST1175,Nikita Sharma,PROD276,Induction Cooktop,Electronics,7/1/2023,4,8172,32688,North,Credit Card
ORD10177,CUST1176,Anjali Mehta,PROD277,Marker,Stationary,7/2/2023,8,1412,11296,West,COD
ORD10178,CUST1177,Manpreet Kaur,PROD278,Diary,Stationary,7/3/2023,11,3256,35816,South,UPI
ORD10179,CUST1178,Kevin D'Costa,PROD279,Bluetooth Headphones,Electronics,7/4/2023,17,5448,92616,North,Credit Card
ORD10180,CUST1179,Chris Fernandes,PROD280,Heels,Fashion,7/5/2023,3,779,2337,East,Debit Card
ORD10181,CUST1180,Ayesha Siddiqui,PROD281,Hair Oil,Skin Care,7/6/2023,19,3042,57798,North,Credit Card
ORD10182,CUST1181,Rekha Pandey,PROD282,Wireless Earbuds,Electronics,7/7/2023,20,9814,196280,West,COD
ORD10183,CUST1182,Bharath Gaur,PROD283,Monitor,Electronics,7/8/2023,6,2800,16800,South,UPI
ORD10184,CUST1183,Megha Saxena,PROD284,Boots,Fashion,7/9/2023,16,616,9856,North,Credit Card
ORD10185,CUST1184,Vikram Patel,PROD285,Kurta,Fashion,7/10/2023,12,8702,104424,East,Debit Card
ORD10186,CUST1185,Harpreet Singh,PROD286,Sandals,Fashion,7/11/2023,13,4643,60359,North,Credit Card
ORD10187,CUST1186,Paul Joseph,,Printer,Electronics,7/12/2023,1,2012,2012,West,COD
ORD10188,CUST1187,Pooja Joshi,PROD288,Saree,Fashion,7/13/2023,13,472,6136,South,UPI
ORD10189,CUST1188,Jasleen Kaur,PROD289,Coffee Maker,Electronics,7/14/2023,2,1929,3858,North,Credit Card
ORD10190,CUST1189,Rahul Sharma,PROD290,File Folder,Stationary,7/15/2023,2,1536,3072,East,Debit Card
ORD10191,CUST1190,Priya Verma,PROD291,Laptop,Electronics,7/16/2023,7,7309,51163,North,Credit Card
ORD10192,CUST1191,Amit Singh,PROD292,Shoes,Fashion,7/17/2023,13,7775,101075,West,COD
ORD10193,CUST1192,Rahul Sharma,PROD293,Phone,Electronics,7/18/2023,18,3223,58014,South,UPI
ORD10194,CUST1193,Neha Gupta,PROD294,Headphones,Electronics,7/19/2023,3,1232,3696,North,Credit Card
ORD10195,CUST1194,Rahul Sharma,PROD295,Desk,Furniture,7/20/2023,10,7852,78520,East,Debit Card
ORD10196,CUST1195,Arjun Reddy,PROD296,Laptop,Electronics,7/21/2023,5,271,1355,North,Credit Card
ORD10197,CUST1196,John Mathew,PROD297,DSLR Camera,Electronics,7/22/2023,14,4767,66738,West,COD
ORD10198,CUST1197,Daniel George,PROD298,Running Shoes,Fashion,7/23/2023,9,6014,54126,South,UPI
ORD10199,CUST1198,Ali Khan,PROD299,T-Shirt,Fashion,7/24/2023,9,3598,32382,North,Credit Card
ORD10200,CUST1199,Rajesh Yadav,PROD300,Handbag,Accessories,7/25/2023,20,2886,57720,East,Debit Card
ORD10201,CUST1200,Ramesh Gupta,PROD301,Dining Table,Furniture,7/26/2023,12,7017,84204,North,Credit Card
ORD10202,CUST1201,Harsh Vardhan,PROD302,Coffee Maker,Electronics,7/27/2023,5,4058,20290,West,COD
ORD10203,CUST1202,Aditya Roy,PROD303,Table Lamp,Home Decor,7/28/2023,13,2120,27560,South,UPI
ORD10204,CUST1203,Priya Verma,PROD304,Notebook,Stationary,7/29/2023,10,6345,63450,North,Credit Card
ORD10205,CUST1204,Sneha Iyer,PROD305,Water Bottle,Accessories,7/30/2023,9,7619,68571,East,Debit Card
ORD10206,CUST1205,David Thomas,PROD306,Gym Dumbbells,Accessories,7/31/2023,16,6348,101568,North,Credit Card
ORD10207,CUST1206,Rachel D'Silva,PROD307,Perfume,Accessories,8/1/2023,10,993,9930,West,COD
ORD10208,CUST1207,Omar Sheikh,PROD308,Toy Car,Toy,8/2/2023,5,9819,49095,South,UPI
ORD10209,CUST1208,Sunita Mishra,PROD309,Mobile Charger,Electronics,8/3/2023,11,5241,57651,North,Credit Card
ORD10210,CUST1209,Suresh Agarwal,PROD310,Curtains,Home Decor,8/4/2023,4,6299,25196,East,Debit Card
ORD10211,CUST1210,Ritika Kapoor,PROD311,Smartphone,Electronics,8/5/2023,10,4003,40030,North,Credit Card
ORD10212,CUST1211,Shruti Das,PROD312,Webcam,Electronics,8/6/2023,2,6715,13430,West,COD
ORD10213,CUST1212,Amit Singh,PROD313,Sneakers,Fashion,8/7/2023,17,6942,118014,South,UPI
ORD10214,CUST1213,Karan Malhotra,,Shirt,Fashion,8/8/2023,19,6236,118484,North,Credit Card
ORD10215,CUST1214,Michael D'Souza,PROD315,Backpack,Accessories,8/9/2023,7,1711,11977,East,Debit Card
ORD10216,CUST1215,Maria Fernandes,PROD316,Office Chair,Home Decor,8/10/2023,19,7468,141892,North,Credit Card
ORD10217,CUST1216,Imran Hussain,PROD317,Blender,Electronics,8/11/2023,15,4780,71700,West,COD
ORD10218,CUST1217,Deepak Tiwari,PROD318,Ceiling Light,Electronics,8/12/2023,11,1714,18854,South,UPI
ORD10219,CUST1218,Anita Jain,PROD319,Pen,Stationary,8/13/2023,5,7201,36005,North,Credit Card
ORD10220,CUST1219,Varun Dhawan,PROD320,Lunch Box,Home ,8/14/2023,13,1836,23868,East,Debit Card
ORD10221,CUST1220,Akash Chatterjee,PROD321,Yoga Mat,Accessories,8/15/2023,10,276,2760,North,Credit Card
ORD10222,CUST1221,Neha Gupta,PROD322,Deodorant,Accessories,8/16/2023,10,7245,72450,West,COD
ORD10223,CUST1222,Simran Kaur,PROD323,Teddy Bear,Toy,8/17/2023,6,877,5262,South,UPI
ORD10224,CUST1223,Chris Fernandes,PROD324,Laptop Bag,Accessories,8/18/2023,9,2367,21303,North,Credit Card
ORD10225,CUST1224,Samuel Joseph,PROD325,Bedsheet,Home Decor,8/19/2023,10,1206,12060,East,Debit Card
ORD10226,CUST1225,Faizan Ansari,PROD326,Tablet,Electronics,8/20/2023,10,5667,56670,North,Credit Card
ORD10227,CUST1226,Kavita Shukla,PROD327,Power Bank,Electronics,8/21/2023,20,8126,162520,West,COD
ORD10228,CUST1227,Nitin Bansal,PROD328,Formal Shoes,Fashion,8/22/2023,4,7053,28212,South,UPI
ORD10229,CUST1228,Tanya Sharma,PROD329,Jeans,Fashion,8/23/2023,11,6222,68442,North,Credit Card
ORD10230,CUST1229,Priyanshu Singh,PROD330,Wallet,Accessories,8/24/2023,11,8080,88880,East,Debit Card
ORD10231,CUST1230,Rohit Kumar,PROD331,Sofa,Furniture,8/25/2023,3,2213,6639,North,Credit Card
ORD10232,CUST1231,Gurpreet Singh,PROD332,Microwave Oven,Home,8/26/2023,3,360,1080,West,COD
ORD10233,CUST1232,Anthony Rodrigues,PROD333,Floor Lamp,Home Decor,8/27/2023,3,8697,26091,South,UPI
ORD10234,CUST1233,Yash Thakur,PROD334,Pencil,Stationary,8/28/2023,3,5568,16704,North,Credit Card
ORD10235,CUST1234,Sana Khan,PROD335,Travel Mug,Accessories,8/29/2023,14,454,6356,East,Debit Card
ORD10236,CUST1235,Mukesh Chauhan,PROD336,Skipping Rope,Accessories,8/30/2023,12,9003,108036,North,Credit Card
ORD10237,CUST1236,Komal Arora,PROD337,Face Wash,Skin Care,8/31/2023,10,2430,24300,West,COD
ORD10238,CUST1237,Yash Thakur,PROD338,Puzzle Game,Game,9/1/2023,14,9791,137074,South,UPI
